n,seed,lambda,iteration,marginal_violation
200,1200,0.01,44275,2.0371370309810524e-06
200,1200,0.01,44300,2.0359193772740217e-06
200,1200,0.01,44325,2.034703139834268e-06
200,1200,0.01,44350,2.0334883187580685e-06
200,1200,0.01,44375,2.032274916142704e-06
200,1200,0.01,44400,2.03106292475351e-06
200,1200,0.01,44425,2.0298523413144615e-06
200,1200,0.01,44450,2.0286431708224292e-06
200,1200,0.01,44475,2.0274353977542403e-06
200,1200,0.01,44500,2.0262290334393737e-06
200,1200,0.01,44525,2.0250240720083926e-06
200,1200,0.01,44550,2.0238205034640855e-06
200,1200,0.01,44575,2.0226183250222213e-06
200,1200,0.01,44600,2.0214175410144045e-06
200,1200,0.01,44625,2.02021815843504e-06
200,1200,0.01,44650,2.019020149426204e-06
200,1200,0.01,44675,2.0178235399671146e-06
200,1200,0.01,44700,2.0166283069729396e-06
200,1200,0.01,44725,2.0154344458241102e-06
200,1200,0.01,44750,2.0142419771196005e-06
200,1200,0.01,44775,2.0130508768543068e-06
200,1200,0.01,44800,2.0118611507241937e-06
200,1200,0.01,44825,2.0106727932848317e-06
200,1200,0.01,44850,2.0094858111732727e-06
200,1200,0.01,44875,2.008300193864082e-06
200,1200,0.01,44900,2.007115942302684e-06
200,1200,0.01,44925,2.0059330478570947e-06
200,1200,0.01,44950,2.004751514942185e-06
200,1200,0.01,44975,2.003571329534451e-06
200,1200,0.01,45000,2.002392512323939e-06
200,1200,0.01,45025,2.0012150422901373e-06
200,1200,0.01,45050,2.000038923537402e-06
200,1200,0.01,45075,1.9988641430240817e-06
200,1200,0.01,45100,1.997690718288231e-06
200,1200,0.01,45125,1.9965186375762306e-06
200,1200,0.01,45150,1.995347892867587e-06
200,1200,0.01,45175,1.9941784904298557e-06
200,1200,0.01,45200,1.9930104203109283e-06
200,1200,0.01,45225,1.9918436846792092e-06
200,1200,0.01,45250,1.9906782818346694e-06
200,1200,0.01,45275,1.989514206848092e-06
200,1200,0.01,45300,1.988351456492024e-06
200,1200,0.01,45325,1.9871900329027775e-06
200,1200,0.01,45350,1.986029940117054e-06
200,1200,0.01,45375,1.9848711558679427e-06
200,1200,0.01,45400,1.983713689226313e-06
200,1200,0.01,45425,1.9825575427552186e-06
200,1200,0.01,45450,1.9814027172578366e-06
200,1200,0.01,45475,1.980249192953115e-06
200,1200,0.01,45500,1.9790969768788275e-06
200,1200,0.01,45525,1.977946067667144e-06
200,1200,0.01,45550,1.9767964603463473e-06
200,1200,0.01,45575,1.9756481612421065e-06
200,1200,0.01,45600,1.9745011623981124e-06
200,1200,0.01,45625,1.9733554616121335e-06
200,1200,0.01,45650,1.9722110604636356e-06
200,1200,0.01,45675,1.9710679411439475e-06
200,1200,0.01,45700,1.969926116171701e-06
200,1200,0.01,45725,1.968785588137706e-06
200,1200,0.01,45750,1.967646335900887e-06
200,1200,0.01,45775,1.966508380810486e-06
200,1200,0.01,45800,1.9653716905598806e-06
200,1200,0.01,45825,1.964236290801294e-06
200,1200,0.01,45850,1.963102165186692e-06
200,1200,0.01,45875,1.9619693287994955e-06
200,1200,0.01,45900,1.9608377475072852e-06
200,1200,0.01,45925,1.959707449974632e-06
200,1200,0.01,45950,1.9585784253985453e-06
200,1200,0.01,45975,1.9574506596045996e-06
200,1200,0.01,46000,1.956324155657184e-06
200,1200,0.01,46025,1.9551989197674757e-06
200,1200,0.01,46050,1.9540749450477554e-06
200,1200,0.01,46075,1.952952230393004e-06
200,1200,0.01,46100,1.9518307762247597e-06
200,1200,0.01,46125,1.9507105624046173e-06
200,1200,0.01,46150,1.949591615010675e-06
200,1200,0.01,46175,1.9484739128784387e-06
200,1200,0.01,46200,1.9473574544848216e-06
200,1200,0.01,46225,1.9462422475823027e-06
200,1200,0.01,46250,1.9451282901126327e-06
200,1200,0.01,46275,1.944015565607214e-06
200,1200,0.01,46300,1.9429040830588537e-06
200,1200,0.01,46325,1.9417938392409656e-06
200,1200,0.01,46350,1.9406848243532296e-06
200,1200,0.01,46375,1.9395770522465453e-06
200,1200,0.01,46400,1.9384705089208268e-06
200,1200,0.01,46425,1.937365199576775e-06
200,1200,0.01,46450,1.93626110597811e-06
200,1200,0.01,46475,1.935158243013095e-06
200,1200,0.01,46500,1.934056608404039e-06
200,1200,0.01,46525,1.9329561887718866e-06
200,1200,0.01,46550,1.9318569910000208e-06
200,1200,0.01,46575,1.930759020583178e-06
200,1200,0.01,46600,1.9296622475756947e-06
200,1200,0.01,46625,1.9285667003914736e-06
200,1200,0.01,46650,1.927472361031024e-06
200,1200,0.01,46675,1.926379226511489e-06
200,1200,0.01,46700,1.9252873008999277e-06
200,1200,0.01,46725,1.92419658321015e-06
200,1200,0.01,46750,1.9231070667669395e-06
200,1200,0.01,46775,1.9220187484486617e-06
200,1200,0.01,46800,1.9209316318349184e-06
200,1200,0.01,46825,1.919845713651419e-06
200,1200,0.01,46850,1.9187609906099953e-06
200,1200,0.01,46875,1.917677460166675e-06
200,1200,0.01,46900,1.9165951260693287e-06
200,1200,0.01,46925,1.915513969922948e-06
200,1200,0.01,46950,1.9144340082793976e-06
200,1200,0.01,46975,1.913355230552527e-06
200,1200,0.01,47000,1.912277640901336e-06
200,1200,0.01,47025,1.9112012248894555e-06
200,1200,0.01,47050,1.9101259937544246e-06
200,1200,0.01,47075,1.909051938194656e-06
200,1200,0.01,47100,1.90797905734192e-06
200,1200,0.01,47125,1.9069073492932256e-06
200,1200,0.01,47150,1.9058368154493618e-06
200,1200,0.01,47175,1.9047674537720286e-06
200,1200,0.01,47200,1.9036992555477097e-06
200,1200,0.01,47225,1.9026322241209523e-06
200,1200,0.01,47250,1.9015663529952168e-06
200,1200,0.01,47275,1.900501654662247e-06
200,1200,0.01,47300,1.8994380986741763e-06
200,1200,0.01,47325,1.8983757204644666e-06
200,1200,0.01,47350,1.897314490500318e-06
200,1200,0.01,47375,1.896254416366809e-06
200,1200,0.01,47400,1.8951954840517107e-06
200,1200,0.01,47425,1.8941377156580022e-06
200,1200,0.01,47450,1.8930810913152935e-06
200,1200,0.01,47475,1.8920256183900877e-06
200,1200,0.01,47500,1.8909712860065361e-06
200,1200,0.01,47525,1.8899181019847722e-06
200,1200,0.01,47550,1.8888660485516864e-06
200,1200,0.01,47575,1.8878151402199755e-06
200,1200,0.01,47600,1.8867653702788617e-06
200,1200,0.01,47625,1.8857167391429439e-06
200,1200,0.01,47650,1.884669236379595e-06
200,1200,0.01,47675,1.8836228661642945e-06
200,1200,0.01,47700,1.8825776305544245e-06
200,1200,0.01,47725,1.8815335249807233e-06
200,1200,0.01,47750,1.8804905391025042e-06
200,1200,0.01,47775,1.8794486803799457e-06
200,1200,0.01,47800,1.8784079434180576e-06
200,1200,0.01,47825,1.8773683314824569e-06
200,1200,0.01,47850,1.8763298386941657e-06
200,1200,0.01,47875,1.8752924615750635e-06
200,1200,0.01,47900,1.8742561980486863e-06
200,1200,0.01,47925,1.8732210522801052e-06
200,1200,0.01,47950,1.8721870126778978e-06
200,1200,0.01,47975,1.8711540897093856e-06
200,1200,0.01,48000,1.8701222714119156e-06
200,1200,0.01,48025,1.8690915541781303e-06
200,1200,0.01,48050,1.8680619606808654e-06
200,1200,0.01,48075,1.8670334554701795e-06
200,1200,0.01,48100,1.8660060572325138e-06
200,1200,0.01,48125,1.8649797503163257e-06
200,1200,0.01,48150,1.8639545451733242e-06
200,1200,0.01,48175,1.8629304404200672e-06
200,1200,0.01,48200,1.8619074242448228e-06
200,1200,0.01,48225,1.8608855002228558e-06
200,1200,0.01,48250,1.8598646755758202e-06
200,1200,0.01,48275,1.858844931104664e-06
200,1200,0.01,48300,1.8578262715972238e-06
200,1200,0.01,48325,1.856808704106018e-06
200,1200,0.01,48350,1.8557922238978536e-06
200,1200,0.01,48375,1.8547768251588048e-06
200,1200,0.01,48400,1.8537624951004902e-06
200,1200,0.01,48425,1.8527492546011742e-06
200,1200,0.01,48450,1.8517370877699224e-06
200,1200,0.01,48475,1.850725993187731e-06
200,1200,0.01,48500,1.8497159722285009e-06
200,1200,0.01,48525,1.848707026414452e-06
200,1200,0.01,48550,1.8476991474492693e-06
200,1200,0.01,48575,1.8466923435668178e-06
200,1200,0.01,48600,1.8456865940319478e-06
200,1200,0.01,48625,1.8446819172318607e-06
200,1200,0.01,48650,1.8436783068452242e-06
200,1200,0.01,48675,1.842675745744246e-06
200,1200,0.01,48700,1.8416742568706443e-06
200,1200,0.01,48725,1.8406738175056128e-06
200,1200,0.01,48750,1.8396744360556216e-06
200,1200,0.01,48775,1.8386761145867264e-06
200,1200,0.01,48800,1.8376788439959657e-06
200,1200,0.01,48825,1.8366826250743734e-06
200,1200,0.01,48850,1.835687447625245e-06
200,1200,0.01,48875,1.8346933302404791e-06
200,1200,0.01,48900,1.8337002538979658e-06
200,1200,0.01,48925,1.8327082248461787e-06
200,1200,0.01,48950,1.8317172342198138e-06
200,1200,0.01,48975,1.8307272884416845e-06
200,1200,0.01,49000,1.8297383835956527e-06
200,1200,0.01,49025,1.8287505095943013e-06
200,1200,0.01,49050,1.827763681945191e-06
200,1200,0.01,49075,1.8267778853298458e-06
200,1200,0.01,49100,1.82579311903356e-06
200,1200,0.01,49125,1.824809386628129e-06
200,1200,0.01,49150,1.8238266800505581e-06
200,1200,0.01,49175,1.8228450074896096e-06
200,1200,0.01,49200,1.8218643566018586e-06
200,1200,0.01,49225,1.8208847295054023e-06
200,1200,0.01,49250,1.8199061329569888e-06
200,1200,0.01,49275,1.818928555811887e-06
200,1200,0.01,49300,1.8179519985948508e-06
200,1200,0.01,49325,1.8169764586161916e-06
200,1200,0.01,49350,1.8160019346225714e-06
200,1200,0.01,49375,1.8150284260432664e-06
200,1200,0.01,49400,1.8140559304999707e-06
200,1200,0.01,49425,1.8130844540867677e-06
200,1200,0.01,49450,1.8121139849173323e-06
200,1200,0.01,49475,1.8111445233412113e-06
200,1200,0.01,49500,1.8101760690322766e-06
200,1200,0.01,49525,1.809208619463036e-06
200,1200,0.01,49550,1.8082421800414902e-06
200,1200,0.01,49575,1.8072767438686438e-06
200,1200,0.01,49600,1.8063122982255042e-06
200,1200,0.01,49625,1.8053488596691397e-06
200,1200,0.01,49650,1.804386419343787e-06
200,1200,0.01,49675,1.8034249724702828e-06
200,1200,0.01,49700,1.8024645234478859e-06
200,1200,0.01,49725,1.8015050618665207e-06
200,1200,0.01,49750,1.8005466014148902e-06
200,1200,0.01,49775,1.7995891279480591e-06
200,1200,0.01,49800,1.7986326398457958e-06
200,1200,0.01,49825,1.7976771460818247e-06
200,1200,0.01,49850,1.796722632706367e-06
200,1200,0.01,49875,1.7957691014420032e-06
200,1200,0.01,49900,1.7948165577149483e-06
200,1200,0.01,49925,1.793864991998101e-06
200,1200,0.01,49950,1.7929144116518927e-06
200,1200,0.01,49975,1.79196479737926e-06
200,1200,0.01,50000,1.7910161705493935e-06
